date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:11:29	22368/22368	---M--	200	added ('OK')	text/html	etag:%225760-6240f5591ecc0%22	https://supernao.zorn.it/templates/yootheme/fonts/barlowsemicondensed-a26f0c29.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/barlowsemicondensed-a26f0c29.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:30	16848/16848	---M--	200	added ('OK')	text/html	etag:%2241d0-62be659f58900%22	https://supernao.zorn.it/templates/yootheme/fonts/roboto-5ad6f978.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/roboto-5ad6f978.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:31	11840/11840	---M--	200	added ('OK')	text/html	etag:%222e40-62be659f58900%22	https://supernao.zorn.it/templates/yootheme/fonts/roboto-bd1f46db.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/roboto-bd1f46db.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:32	3676/3676	---M--	200	added ('OK')	text/html	etag:%22e5c-62be659f58900%22	https://supernao.zorn.it/templates/yootheme/fonts/roboto-e71c95b6.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/roboto-e71c95b6.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:33	9644/9644	---M--	200	added ('OK')	text/html	etag:%2225ac-62be659f58900%22	https://supernao.zorn.it/templates/yootheme/fonts/roboto-3a8a4c33.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/roboto-3a8a4c33.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:34	19660/19660	---M--	200	added ('OK')	text/html	etag:%224ccc-62be659f58900%22	https://supernao.zorn.it/templates/yootheme/fonts/roboto-3ce1829f.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/roboto-3ce1829f.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:35	10576/10576	---M--	200	added ('OK')	text/html	etag:%222950-62be659f58900%22	https://supernao.zorn.it/templates/yootheme/fonts/roboto-b2febf06.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/roboto-b2febf06.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:36	7856/7856	---M--	200	added ('OK')	text/html	etag:%221eb0-62be659f58900%22	https://supernao.zorn.it/templates/yootheme/fonts/roboto-07acc73a.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/roboto-07acc73a.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:37	13740/13740	---M--	200	added ('OK')	text/html	etag:%2235ac-62be659f58900%22	https://supernao.zorn.it/templates/yootheme/fonts/roboto-ba66abf4.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/roboto-ba66abf4.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
21:11:38	20612/20612	---M--	200	added ('OK')	text/html	etag:%225084-62be659f58900%22	https://supernao.zorn.it/templates/yootheme/fonts/roboto-00ac490b.woff2	/home/marco/supernao-statico_1-06_h21/supernao.zorn.it/templates/yootheme/fonts/roboto-00ac490b.html	(from https://supernao.zorn.it/templates/yootheme/css/theme.12.css?1748545142)
